	Location	Prices_per_year (₦ or $)	Bedrooms	Baths	Toilets
6492	Sangotedo Ajah Lagos	₦ 1,800,000	3.0	0.0	0.0
6493	Osapa London Lekki Lagos	₦ 3,500,000	0.0	0.0	0.0
6494	Ifako Ogba Ogba Lagos	₦ 2,000,000	3.0	3.0	4.0
6495	Ajao Estate Isolo Lagos	₦ 1,500,000	1.0	2.0	2.0
6496	Abule Egba Lagos	₦ 1,000,000	3.0	0.0	0.0
6497	Akoka Yaba Lagos	₦ 650,000	0.0	1.0	1.0
6498	Aburo Iyana Ipaja Ipaja Lagos	₦ 1,000,000	3.0	0.0	0.0
6499	Badore Ajah Lagos	₦ 1,300,000	2.0	2.0	3.0
6500	Remi Olowude Street Lekki Phase 1 Lekki Lagos	₦ 16,000,000	3.0	3.0	3.0
6501	Iyana Ipaja Ipaja Lagos	₦ 400,000	2.0	0.0	0.0
6502	Itire Surulere Lagos	₦ 144,000	0.0	0.0	0.0
6503	Shomolu Lagos	₦ 650,000	0.0	1.0	1.0
6504	Akoka Yaba Lagos	₦ 750,000	0.0	1.0	1.0
6505	Ikate Lekki Lagos	₦ 1,600,000	0.0	1.0	1.0
6506	Kola Abule Egba Lagos	₦ 800,000	2.0	2.0	3.0
6507	Egbeda Alimosho Lagos	₦ 270,000	0.0	1.0	1.0
6508	Ikola Abule Egba Abule Egba Lagos	₦ 700,000	2.0	0.0	0.0
6509	Ikota / Mobile Road Lekki Lagos	₦ 3,200,000	2.0	2.0	3.0
6510	Chevron Tollgate Lekki Phase 2 Lekki Lagos	₦ 210,000,000	5.0	5.0	6.0
6511	Thomas Estate Ajah Lagos	₦ 1,900,000	2.0	3.0	3.0
6512	Sawmill Ifako Gbagada Gbagada Lagos	₦ 700,000	0.0	1.0	1.0
6513	Mende Maryland Lagos	₦ 800,000	0.0	1.0	1.0
6514	Omole Phase 2 Ojodu Lagos	₦ 1,500,000	0.0	0.0	0.0
6515	Lekki Phase 1 Lekki Lagos	₦ 10,000,000	3.0	3.0	4.0
6516	Aburo Iyana Ipaja Ipaja Lagos	₦ 600,000	3.0	0.0	0.0
6517	Sangotedo Ajah Lagos	₦ 1,800,000	3.0		
6518	Ogombo Ajah Lagos	₦ 850,000	0.0	1.0	1.0
6519	Iyana Ipaja Ipaja Lagos	₦ 550,000	1.0	0.0	0.0
6520	Oko Oba Agege Lagos	₦ 800,000	3.0	0.0	0.0
6521	Kilo Marsha Surulere Lagos	₦ 1,700,000	2.0	2.0	3.0
6522	Shangisha Kosofe Ikosi Lagos	₦ 2,200,000	3.0	0.0	0.0
6523	Ayobo Ipaja Lagos	₦ 400,000	2.0	0.0	0.0
6524	Ekoro Abule Egba Abule Egba Lagos	₦ 900,000	2.0	0.0	0.0
6525	Lawanson Surulere Lagos	₦ 450,000	0.0	0.0	0.0
6526	Aguda Surulere Lagos	₦ 600,000	0.0	0.0	0.0
6527	Magodo Gra Phase 1 Ojodu Lagos	₦ 1,600,000	3.0	0.0	0.0
6528	Ajao Estate Isolo Lagos	₦ 700,000	1.0	0.0	0.0
6529	Ajao Estate Isolo Lagos	₦ 1,000,000	1.0	0.0	0.0
6530	Ifako Ogba Ogba Lagos	₦ 400,000	1.0	0.0	0.0
6531	Ikate Lekki Lagos	₦ 3,500,000	2.0	3.0	3.0
6532	Lawanson Surulere Lagos	₦ 450,000	0.0	1.0	1.0
6533	Aboru Iyana Ipaja Ipaja Lagos	₦ 650,000	3.0	3.0	4.0
6534	Abule Egba Lagos	₦ 900,000	2.0	3.0	3.0
6535	Iyana Ipaja Ipaja Lagos	₦ 150,000	0.0	1.0	1.0
6536	Ikota Lekki Lagos	₦ 3,000,000	2.0	2.0	3.0
6537	Aguda(ogba) Ogba Lagos	₦ 1,000,000	0.0	0.0	0.0
6538	Kilo Marsha Surulere Lagos	₦ 600,000	0.0	1.0	1.0
6539	Olokonla Ajah Lagos	₦ 1,200,000	2.0	0.0	0.0
6540	Oke Ira Ogba Lagos	₦ 1,000,000	2.0	2.0	3.0
6541	Fagba Agege Lagos	₦ 700,000	2.0	0.0	0.0
6542	Abenson Estate Ipaja Lagos	₦ 1,200,000	2.0	0.0	0.0
6543	Ipaja Ipaja Lagos	₦ 1,200,000	2.0	2.0	3.0
6544	Chevron Lekki Lagos	₦ 3,000,000	2.0	0.0	0.0
6545	Mafoluku Oshodi Lagos	₦ 400,000	0.0	1.0	1.0
6546	Obawole Ifako Ogba Ogba Lagos	₦ 750,000	1.0	2.0	2.0
6547	Ikate Lekki Lagos	₦ 2,800,000	1.0	0.0	0.0
6548	Ikate Lekki Lagos	₦ 3,000,000	2.0	3.0	3.0
6549	Airport Road Oshodi Lagos	₦ 350,000	0.0	1.0	1.0
6550	Aguda Surulere Lagos	₦ 500,000	0.0	1.0	1.0
6551	Lekki Lagos	₦ 1,500,000	1.0	1.0	1.0
6552	Ikoyi Lagos	₦ 30,000,000	4.0	4.0	4.0
6553	Aboru Iyana Ipaja Ipaja Lagos	₦ 500,000	2.0	0.0	0.0
6554	Chevron Lekki Lagos	₦ 1,500,000	1.0	1.0	1.0
6555	Lawanson Surulere Lagos	₦ 1,200,000	1.0	0.0	0.0
6556	Lekki Phase 1 Lekki Lagos	₦ 15,000,000	3.0	3.0	4.0
6557	Lekki Phase 1 Lekki Lagos	₦ 7,000,000	2.0	2.0	3.0
6558	Chevron Lekki Lagos	₦ 4,000,000	2.0	2.0	3.0
6559	Ikota Lekki Lagos	₦ 5,000,000	5.0	5.0	6.0
6560	Idado Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
6561	Oniru Victoria Island Lagos	₦ 10,000,000	3.0	3.0	4.0
6562	Orchid Lekki Lagos	₦ 100,000,000	4.0	0.0	0.0
6563	Valley View Estate Iyana Ipaja Ipaja Lagos	₦ 1,000,000	2.0	2.0	3.0
6564	Lekki Phase 1 Lekki Lagos	₦ 6,000,000	2.0	3.0	3.0
6565	Aboru Iyana Ipaja Ipaja Lagos	₦ 800,000	2.0	0.0	0.0
6566	Magodo Gra Phase 2 Kosofe Ikosi Lagos	₦ 4,000,000	2.0	3.0	3.0
6567	Abule Oja Yaba Lagos	₦ 900,000	1.0	0.0	0.0
6568	Ikate Lekki Lagos	₦ 5,000,000	2.0	3.0	3.0
6569	Obawole Ifako Ogba Ogba Lagos	₦ 900,000	2.0	3.0	3.0
6570	Wemabod Adeniyi Jones Ikeja Lagos	₦ 3,500,000	3.0	0.0	0.0
6571	Lekki Phase 1 Lekki Lagos	₦ 6,000,000	2.0	3.0	3.0
6572	Aburo Iyana Ipaja Ipaja Lagos	₦ 800,000	2.0	3.0	3.0
6573	Lekki Phase 1 Lekki Lagos	₦ 5,000,000	2.0	3.0	3.0
6574	Magodo Gra Phase 2 Kosofe Ikosi Lagos	₦ 1,500,000	1.0	0.0	0.0
6575	Abule Egba Lagos	₦ 350,000	1.0	0.0	0.0
6576	Ayobo Ipaja Lagos	₦ 800,000	3.0	3.0	4.0
6577	Ifako Ogba Ogba Lagos	₦ 800,000	2.0	0.0	0.0
6578	Meiran Abule Egba Lagos	₦ 400,000	2.0	0.0	0.0
6579	Ayobo Ipaja Lagos	₦ 400,000	1.0	2.0	2.0
6580	Banana Island Ikoyi Lagos	₦ 15,000,000	3.0	3.0	4.0
6581	Sawmill Ifako Gbagada Gbagada Lagos	₦ 1,700,000	2.0	0.0	0.0
6582	Ladilak Shomolu Lagos	₦ 1,000,000	1.0	2.0	2.0
6583	Ayobo Ipaja Lagos	₦ 700,000	2.0	2.0	3.0
6584	Ayobo Ipaja Lagos	₦ 700,000	2.0	3.0	3.0
6585	Lekki Phase 1 Lekki Lagos	₦ 11,000,000	2.0	2.0	3.0
6586	Chevron Lekki Lagos	₦ 4,000,000	3.0	3.0	4.0
6587	Spg Ologolo Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
6588	Lekki County Lekki Lagos	₦ 900,000	1.0	1.0	1.0
6589	Orchid Lekki Lagos	₦ 3,500,000	3.0	3.0	4.0
6590	Ikate Lekki Lagos	₦ 4,000,000	2.0	3.0	3.0
6591	Lekki Phase 1 Lekki Lagos	₦ 6,000,000	3.0	0.0	0.0
6592	Sangotedo Ajah Lagos	₦ 1,000,000	1.0	0.0	0.0
6593	Orchid Lekki Lagos	₦ 3,600,000	3.0	3.0	4.0
6594	Iyana Ekoro Abule Egba Lagos	₦ 900,000	3.0	0.0	0.0
6595	Orchid Lekki Lagos	₦ 3,000,000	2.0	2.0	3.0
6596	Orchid Lekki Lagos	₦ 4,000,000	3.0	3.0	4.0
6597	Ikota Lekki Lagos	₦ 2,300,000	2.0	2.0	3.0
6598	Ifako Ogba Ogba Lagos	₦ 500,000	1.0	0.0	0.0
6599	Iju Ishaga Agege Lagos	₦ 450,000	1.0	0.0	0.0
6600	Shagari Estate Egbeda Alimosho Lagos	₦ 850,000	2.0	2.0	3.0
6601	Adeniyi Jones Ikeja Lagos	₦ 5,000,000	3.0	3.0	4.0
6602	Mende Maryland Lagos	₦ 2,500,000	2.0	3.0	3.0
6603	Soluyi Gbagada Lagos	₦ 800,000	1.0	0.0	0.0
6604	Royal Pine Estate Orchid Chevron Lekki Lagos	₦ 800,000	1.0	1.0	1.0
6605	Mende Maryland Lagos	₦ 2,500,000	3.0	0.0	0.0
6606	Mafoluku Oshodi Lagos	₦ 1,400,000	2.0	3.0	3.0
6607	Ikosi Ketu Kosofe Ikosi Lagos	₦ 3,000,000	3.0	3.0	4.0
6608	Thompson Avenue Falomo Ikoyi Lagos	₦ 10,000,000	2.0	3.0	3.0
6609	Lekki Lagos	₦ 2,000,000	1.0	1.0	2.0
6610	Spg Ologolo Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
6611	Banana Island Ikoyi Lagos	₦ 20,000,000	3.0	3.0	4.0
6612	Badore Ajah Lagos	₦ 2,300,000	2.0	2.0	3.0
6613	Lekki County Lekki Lagos	₦ 2,500,000	3.0	3.0	4.0
6614	Banana Island Estate, Ikoyi Lagos	₦ 25,000,000	3.0	3.0	4.0
6615	Lekki Phase 1 Lekki Lagos	₦ 5,000,000	3.0	3.0	4.0
6616	Ikota Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
6617	Gamade Estate Egbeda Alimosho Lagos	₦ 1,500,000	2.0	0.0	0.0
6618	Ayobo Ipaja Lagos	₦ 700,000	3.0	3.0	3.0
6619	Ikate Surulere Lagos	₦ 1,100,000	1.0	2.0	2.0
6620	Oke Ira Ogba Lagos	₦ 1,600,000	2.0	3.0	3.0
6621	Command Abule Egba Lagos	₦ 300,000	1.0	0.0	0.0
6622	Oke Ira Ogba Lagos	₦ 900,000	2.0	2.0	3.0
6623	Ahmadiya Abule Egba Lagos	₦ 1,100,000	2.0	2.0	3.0
6624	Ikota Lekki Lagos	₦ 3,500,000	2.0	2.0	3.0
6625	Oniru Victoria Island Lagos	₦ 7,000,000	3.0	3.0	4.0
6626	Ikota Lekki Lagos	₦ 3,500,000	3.0	3.0	4.0
6627	Agungi Lekki Lagos	₦ 2,300,000	1.0	1.0	1.0
6628	Oniru Victoria Island Lagos	₦ 10,000,000	3.0	3.0	4.0
6629	Oral Estate Lekki Lagos	₦ 3,000,000	2.0	2.0	3.0
6630	Phase 1, Lekki Lagos	₦ 15,000,000	0.0	0.0	0.0
6631	Victoria Island Lagos	₦ 15,000,000	3.0	3.0	4.0
6632	Oregun Ikeja Lagos	₦ 2,000,000	2.0	0.0	0.0
6633	Ifako Ogba Ogba Lagos	₦ 1,000,000	1.0	0.0	0.0
6634	Gamade Estate Egbeda Alimosho Lagos	₦ 1,800,000	3.0	0.0	0.0
6635	New London Baruwa Ipaja Lagos	₦ 900,000	3.0	0.0	0.0
6636	Ogudu Lagos	₦ 1,000,000	1.0	0.0	0.0
6637	Thomas Estate Ajah Lagos	₦ 1,300,000	1.0	0.0	0.0
6638	Valley View Estate Iyana Ipaja Ipaja Lagos	₦ 800,000	1.0	0.0	0.0
6639	Ayobo Ipaja Lagos	₦ 350,000	1.0	0.0	0.0
6640	Ekoro Abule Egba Lagos	₦ 500,000	2.0	0.0	0.0
6641	Sangotedo Ajah Lagos	₦ 800,000	1.0	0.0	0.0
6642	Kfarm Estate Ifako Ogba Ogba Lagos	₦ 1,500,000	2.0	3.0	3.0
6643	Sangotedo Ajah Lagos	₦ 900,000	1.0	0.0	0.0
6644	Soluyi Gbagada Lagos	₦ 1,200,000	1.0	2.0	2.0
6645	Obawole Ifako Ogba Ogba Lagos	₦ 650,000	2.0	2.0	2.0
6646	Shomolu Lagos	₦ 2,000,000	2.0	3.0	3.0
6647	Orchid Hotel Road Lekki Phase 2 Lekki Lagos	₦ 450,000	1.0	1.0	1.0
6648	Ado Road Ajah Lagos	₦ 900,000	1.0	1.0	2.0
6649	Ikota Lekki Lagos	₦ 2,000,000	2.0	1.0	1.0
6650	Greenville Estate Badore Ajah Lagos	₦ 650,000	1.0	1.0	2.0
6651	Ishaga Ogundimu Iju Lagos	₦ 1,000,000	2.0	2.0	2.0
6652	Seaside Estate Badore Ajah Lagos	₦ 1,700,000	2.0	2.0	3.0
6653	Ifako Gbagada Gbagada Lagos	₦ 2,000,000	2.0	2.0	3.0
6654	Olaniyi New Oko Oba Abule Egba Lagos	₦ 700,000	2.0	1.0	2.0
6655	Obawole Haruna Ifako Ogba Ogba Lagos	₦ 1,300,000	2.0	2.0	3.0
6656	Victoria Island Lagos	₦ 17,000,000	3.0	3.0	3.0
6657	Ogba Obawole Ifako Ogba Ogba Lagos	₦ 1,500,000	2.0	2.0	3.0
6658	Obawole Haruna Ifako Ogba Ogba Lagos	₦ 1,200,000	2.0	2.0	3.0
6659	Lekki Lagos	₦ 2,000,000	1.0	1.0	0.0
6660	Lekki Lagos	₦ 1,500,000	1.0	1.0	1.0
6661	Off Abraham Adesanya Estate Lekki Scheme 2 Ajah Lagos	₦ 700,000	1.0	1.0	2.0
6662	Meridian Estate, Awoyaya Ajah Lagos	₦ 3,000,000	2.0	2.0	3.0
6663	Sunny Villa Estate Badore Ajah Lagos	₦ 700,000	1.0	1.0	2.0
6664	Marshy Hill Estate, Akins Bustop. Ado Ajah Lagos	₦ 600,000	1.0	1.0	1.0
6665	Along Mobil Road Ilaje Ajah Lagos	₦ 1,800,000	3.0	3.0	4.0
6666	Ikoyi Lagos	$ 650,000	3.0	3.0	4.0
6667	Oba Elegushi Housing Estate, Mobil Road Ilaje Ajah Lagos	₦ 1,500,000	3.0	3.0	4.0
6668	Emerald Estate, Along Mobil Road Ajah Ilaje Ajah Lagos	₦ 1,000,000	1.0	1.0	1.0
6669	Olowora Ojodu Lagos	₦ 1,500,000	2.0	2.0	2.0
6670	Off College Road Ifako Ogba Ogba Lagos	₦ 2,000,000	3.0	3.0	3.0
6671	Ikola Ipaja Lagos	₦ 250,000	1.0	0.0	0.0
6672	By Century Bus Stop Ago Palace Okota Lagos	₦ 1,600,000	2.0	2.0	3.0
6673	Peninsula Estate Ajah Lagos	₦ 1,100,000	0.0	0.0	0.0
6674	Lekki Scheme 2 Ajah Lagos	₦ 2,500,000	0.0	0.0	0.0
6675	Sangotedo Ajah Lagos	₦ 1,100,000	0.0	0.0	0.0
6676	In A Very Secured Estate Olokonla Ajah Lagos	₦ 1,200,000	3.0	4.0	4.0
6677	Beside Pinnock Estate Agungi/osapa Agungi Lekki Lagos	₦ 700,000	1.0	1.0	0.0
6678	In A Very Secured Estate Olokonla Ajah Lagos	₦ 1,700,000	2.0	3.0	3.0
6679	Off Abraham Adesanya Estate Ajah Lekki Scheme 2 Ajah Lagos	₦ 650,000	1.0	1.0	1.0
6680	Santos Estate Egbeda Alimosho Lagos	₦ 400,000	0.0	0.0	0.0
6681	Near Orisumibare Area Shasha Alimosho Lagos	₦ 450,000	0.0	0.0	0.0
6682	Tulip Haven Estate Chevron Lekki Lagos	₦ 2,000,000	1.0	1.0	1.0
6683	Tulip Haven Estate Chevron Lekki Lagos	₦ 1,700,000	1.0	1.0	1.0
6684	Tulip Haven Estate Chevron Lekki Phase 2 Chevron Lekki Lagos	₦ 800,000	1.0	1.0	1.0
6685	Olorunishola, Ayobo Ipaja Lagos	₦ 600,000	0.0	0.0	0.0
6686	High Castle P N T Estate Boys Town Ipaja Lagos	₦ 3,500,000	4.0	4.0	5.0
6687	Abiola Housing Estate Ayobo Ipaja Lagos	₦ 1,000,000	2.0	2.0	3.0
6688	High Castle P N T Estate Boys Town Ipaja Lagos	₦ 1,300,000	2.0	2.0	3.0
6689	Unity Estate Egbeda Alimosho Lagos	₦ 2,000,000	2.0	3.0	3.0
6690	Unity Estate Egbeda Alimosho Egbeda Alimosho Lagos	₦ 1,500,000	2.0	3.0	3.0
6691	Unity Estate Badore Ajah Lagos	₦ 600,000	1.0	1.0	2.0
6692	Osapa London Lekki Lagos	₦ 2,000,000	2.0	2.0	3.0
6693	Orchid Lekki Lagos	₦ 900,000	1.0	1.0	
6694	Orchid Road Lekki Lagos	₦ 3,300,000	2.0	2.0	2.0
6695	Lekki Phase 1 Lekki Lagos	₦ 6,000,000	3.0	3.0	3.0
6696	Oniru Victoria Island Lagos	₦ 12,000,000	3.0	3.0	3.0
6697	Ago Palace Okota Lagos	₦ 1,500,000	3.0	3.0	3.0
6698	In A Very Secured Estate At Olokonla Sangotedo Ajah Lagos	₦ 1,200,000	2.0	3.0	3.0
6699	Olowora Kosofe Kosofe Ikosi Lagos	₦ 800,000	0.0	0.0	0.0
6700	Lekki Phase 1 Lekki Lagos	₦ 3,200,000	1.0	1.0	2.0
6701	Akiode Estate Ojodu Lagos	₦ 1,300,000	1.0	1.0	2.0
6702	Mobil Road Ilaje Ajah Lagos	₦ 700,000	1.0	1.0	1.0
6703	Lekki Lagos	₦ 10,000,000	3.0	3.0	4.0
6704	Moba Mobil Road Ilaje Ajah Lagos	₦ 650,000	1.0	1.0	1.0
6705	Alaguntan Mobil Road Ilaje Ajah Lagos	₦ 550,000	1.0	1.0	1.0
6706	Vgc Ajah Lagos	₦ 1,700,000	1.0	2.0	2.0
6707	Olokonla Ajah Lagos	₦ 2,800,000	2.0	3.0	3.0
6708	Ikoyi Ikoyi Lagos	₦ 25,000,000	4.0	4.0	4.0
6709	Pius Eze Estate Iyana Ipaja Ipaja Lagos	₦ 700,000	2.0	0.0	0.0
6710	Ramat Ogudu Gra Ogudu Lagos	₦ 5,000,000	4.0	4.0	4.0
6711	Orchid Hotel Road Chevron Lekki Lagos	₦ 900,000	1.0	1.0	1.0
6712	Chevvy Estate Chevron Lekki Phase 2 Chevron Lekki Lagos	₦ 650,000	1.0	1.0	1.0
6713	Aboru Iyana Ipaja Ipaja Lagos	₦ 600,000	1.0	0.0	0.0
6714	Greenville Estate Ajah Lagos	₦ 850,000	2.0	2.0	3.0
6715	Greenville Estate Badore Ajah Lagos	₦ 650,000	1.0	1.0	2.0
6716	Ilasan Lekki Lagos	₦ 2,400,000	1.0	1.0	2.0
6717	Banana Island Ikoyi Lagos	₦ 12,000,000	3.0	3.0	4.0
6718	Mobile Road Ilaje,beside Emerald Estate Lekki Phase 2 Lekki Lagos	₦ 65,000,000			
6719	Alamutu Estate Iju Lagos	₦ 1,700,000	3.0	4.0	4.0
6720	Old Ikoyi Ikoyi Lagos	₦ 20,000,000	3.0	3.0	4.0
6721	Estate In Maryland Ikeja Mende Maryland Lagos	₦ 1,700,000	2.0	2.0	2.0
6722	In A Very Secured Estate Olokonla Ajah Lagos	₦ 800,000	1.0	2.0	2.0
6723	Rockstone Estate Badore Ajah Lagos	₦ 650,000	1.0	1.0	1.0
6724	Lekki Phase 1 Lekki Lagos State Lekki Phase 1 Lekki Lagos	₦ 3,500,000	2.0	2.0	3.0
6725	Magodo Magodo Kosofe Ikosi Lagos	₦ 750,000	1.0	2.0	2.0
6726	In A Very Secured Estate Sangotedo Ajah Lagos	₦ 700,000	0.0	1.0	1.0
6727	Osapa London Lekki Lagos	₦ 2,500,000	1.0	2.0	2.0
6728	Onike Iwaya Onike Yaba Lagos	₦ 1,000,000	1.0	2.0	2.0
6729	Lawanson Lawanson Surulere Lagos	₦ 1,500,000	2.0	2.0	3.0
6730	In A Very Secured Estate Sangotedo Ajah Lagos	₦ 1,200,000	2.0	3.0	3.0
6731	Unity Estate Egbeda Alimosho Egbeda Alimosho Lagos	₦ 1,500,000	2.0	3.0	3.0
6732	Parkview Estate Parkview Estate Ikoyi Lagos	₦ 1,500,000	0.0	0.0	1.0
6733	Lekki Lagos	₦ 6,000,000	3.0	3.0	4.0
6734	Greenville Estate Badore Ajah Lagos	₦ 850,000	2.0	2.0	3.0
6735	Greenville Ajah Lagos	₦ 450,000	1.0	2.0	2.0
6736	Greenville Badore Ajah Lagos	₦ 45,000	1.0	2.0	2.0
6737	Ligali Ayorinde Victoria Island Lagos	₦ 5,000,000	1.0	1.0	1.0
6738	Ologolo Lekki Lagos	₦ 5,000,000	3.0	3.0	4.0
6739	Southern View Estate, Chevron Lekki Lagos	₦ 800,000	1.0	0.0	1.0
6740	Ago Palace Okota Lagos	₦ 3,000,000	3.0	3.0	4.0
6741	Ago Palace Okota Lagos	₦ 1,200,000	1.0	1.0	2.0
6742	Jimoh Oladehinde Ifako Gbagada Gbagada Lagos	₦ 3,000,000	3.0	4.0	4.0
6743	Southern View Estate Chevron Lekki Lagos	₦ 1,000,000	1.0	1.0	1.0
6744	Southern View Estate Chevron Lekki Lagos	₦ 1,600,000	1.0	1.0	1.0
6745	Adetola Road Abule Egba Lagos	₦ 2,500,000	3.0	0.0	0.0
6746	College Road Acme Road Ogba Lagos	₦ 1,700,000	3.0	4.0	4.0
6747	Beckley Estate Abule Egba Lagos	₦ 1,500,000	3.0	4.0	4.0
6748	Ikate Lekki Lagos	₦ 1,500,000	1.0	1.0	2.0
6749	Ikate Lekki Lagos	₦ 1,700,000	1.0	1.0	2.0
6750	Coral Reef Apartment Orchid Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
6751	Ipaja Lagos	₦ 1,000,000	3.0	0.0	0.0
6752	Ikate Lekki Lagos	₦ 2,200,000	1.0	1.0	1.0
6753	Capitol Agege Lagos	₦ 450,000	0.0	0.0	0.0
6754	Magodo Shangisha Kosofe Ikosi Lagos	₦ 3,000,000	3.0	3.0	4.0
6755	Iyana Ipaja Ipaja Lagos	₦ 800,000	2.0	0.0	0.0
6756	Abule Egba Lagos	₦ 900,000	2.0	0.0	0.0
6757	Close To Chevron, Lekki Lagos	₦ 800,000	0.0	1.0	1.0
6758	In A Call To Access Estate At Ogidan Sangotedo Ajah Lagos	₦ 2,500,000	3.0	4.0	4.0
6759	Majek Sangotedo Ajah Lagos	₦ 1,100,000	2.0	3.0	3.0
6760	Old Ikoyi Ikoyi Lagos	₦ 22,000,000	4.0	4.0	4.0
6761	Olokonla Ajah Lagos	₦ 3,500,000	4.0	5.0	5.0
6762	Oniru Victoria Island Lagos	₦ 2,500,000			
6763	Ikota Mega Chicken Lekki Lagos	₦ 2,800,000	2.0	3.0	3.0
6764	In A Secured Estate At The Back Of Blenco Sangotedo Ajah Lagos	₦ 1,600,000	1.0	2.0	2.0
6765	In A Very Secured Estate Olokonla Ajah Lagos	₦ 800,000	1.0	2.0	2.0
6766	Evergreen Phase 2, Aboru Iyana Ipaja Ipaja Lagos	₦ 1,000,000	2.0	0.0	0.0
6767	New Oko Oba Abule Egba Lagos	₦ 1,000,000	2.0	0.0	0.0
6768	Monastery Road, Sangotedo Ajah Lagos	₦ 600,000	0.0	1.0	1.0
6769	Near Maplewood Estate Oko Oba Road Agege Lagos	₦ 450,000	0.0	0.0	0.0
6770	Oniru Victoria Island Lagos	₦ 380,000,000	4.0	4.0	5.0
6771	Adekunle Yaba Lagos	₦ 1,000,000	1.0	1.0	2.0
6772	Palm Groove Lagos Yaba Lagos	₦ 900,000			
6773	Estate At The Back Of Blenco Sangotedo Ajah Lagos	₦ 1,700,000	2.0	3.0	3.0
6774	Allen Avenue Ikeja Lagos	₦ 900,000			
6775	Oregun Ikeja Lagos	₦ 750,000			
6776	Majek Sangotedo Ajah Lagos	₦ 700,000	1.0	2.0	2.0
6777	Julie Estate Oregun Ikeja Lagos	₦ 1,200,000	0.0	0.0	0.0
6778	Orchid Road Lekki Lekki Lagos	₦ 1,500,000	0.0	1.0	1.0
6779	Fagba Agege Lagos	₦ 650,000	0.0	0.0	0.0
6780	Serene And Secure Estate Agungi Lekki Agungi Lekki Lagos	₦ 2,800,000	2.0	2.0	3.0
6781	Ebute Ikorodu Lagos	₦ 800,000	2.0	3.0	
6782	Oregun Ikeja Lagos	₦ 900,000	0.0	0.0	0.0
6783	Chevron Alternative Lekki Lagos	₦ 2,000,000	1.0	1.0	2.0
6784	Lekki Phase 1 Lekki Lagos	₦ 3,800,000	1.0	2.0	2.0
6785	Ekoro Road, Meiran Abule Egba Lagos	₦ 1,000,000	2.0	0.0	0.0
6786	Apata Area Ayobo Ipaja Lagos	₦ 400,000			
6787	Off Karounwi Surulere Lagos	₦ 500,000	1.0	0.0	1.0
6788	Olokonla Ajah Lagos	₦ 2,000,000	4.0	5.0	5.0
6789	Stadium Agege /pero Agege Agege Lagos	₦ 450,000	0.0	0.0	0.0
6790	Ikeja Street Dolphin Estate Ikoyi Lagos	₦ 3,000,000	2.0	2.0	2.0
6791	Adeniyi Jones Ikeja Lagos	₦ 800,000	0.0	0.0	0.0
6792	In A Very Secured Estate Behind Blenco, Sangotedo Ajah Lagos	₦ 800,000	0.0	1.0	1.0
6793	Alapere Ketu Lagos	₦ 400,000	1.0	1.0	1.0
6794	Magodo Gra Phase 2 Kosofe Ikosi Lagos	₦ 1,000,000	0.0	0.0	0.0
6795	Olaniyi Road Abule Egba Abule Egba Lagos	₦ 1,000,000	2.0	3.0	3.0
6796	Oba Akran Ikeja Lagos	₦ 1			
6797	Banana Island Ikoyi Lagos	₦ 16,000,000	2.0	0.0	0.0
6798	In A Very Secured Estate Close To Majek Abijo Ajah Lagos	₦ 1,000,000	2.0	3.0	3.0
6799	Ogudu Gra Ogudu Lagos	₦ 1,500,000	0.0	0.0	0.0
6800	Aboru Iyana Ipaja Ipaja Lagos	₦ 1,000,000	2.0	0.0	0.0
6801	Ikate Lekki Lagos	₦ 1,000,000	1.0	1.0	1.0
6802	Ajiran Road Agungi Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
6803	Ikota Gra Lekki Lagos	₦ 1,200,000	1.0	1.0	1.0
6804	Phase1 Ogudu Gra Ogudu Lagos	₦ 3,000,000	2.0	2.0	3.0
6805	Majek Sangotedo Ajah Lagos	₦ 900,000	1.0	2.0	2.0
6806	Marshy Hill Estate, Akins Bustop Ado Road Ado Ajah Lagos	₦ 400,000	1.0	1.0	1.0
6807	Maple Signature Estate, Along Orchid Road Ikota Lekki Lagos	₦ 1,200,000	1.0	1.0	1.0
6808	Old Garage, Alimosho Lagos	₦ 700,000	1.0	1.0	2.0
6809	Ajiran Road Agungi Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
6810	Ogudu Lagos	₦ 650,000	0.0	0.0	0.0
6811	Off Alpha Beach Road New Road Igbo Efon Igbo Efon Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
6812	Ikoyi Lagos	₦ 30,000,000	4.0	4.0	4.0
6813	Ado Ajah Lagos	₦ 2,000,000	3.0	3.0	4.0
6814	Idado Estate Idado Lekki Lagos	₦ 2,000,000	1.0	1.0	1.0
6815	Orchid Road Chevron Lekki Lagos	₦ 1,500,000	1.0	1.0	2.0
6816	Ajayi Road Ogba Lagos	₦ 750,000	1.0	1.0	1.0
6817	Ajiran Road Agungi Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
6818	1st Gate Jakande Bustop Lekki Lagos State Jakande Lekki Lagos	₦ 2,200,000	1.0	1.0	1.0
